memnuniyet_seviyesi;performans_olcumu;proje_sayisi;aylik_calisma_suresi;tecrube
73;57;3;146;2
73;57;3;146;2
59;82;3;162;2
74;74;4;233;2
81;94;3;225;4
63;82;5;268;3
98;77;4;184;3
93;82;4;175;3
39;49;2;129;3
39;49;2;129;3
39;49;2;129;3
62;56;4;267;4
59;55;4;235;2
37;57;2;129;3
37;57;2;129;3
99;79;4;213;3
77;85;5;192;2
58;82;4;268;3
56;75;5;236;2
66;56;4;141;4
89;66;4;252;3
41;52;2;127;3
41;52;2;127;3
41;52;2;127;3
41;52;2;127;3
81;79;4;177;2
85;88;5;236;4
18;73;6;231;4
49;69;2;147;2
59;67;6;126;3
57;89;3;202;2
92;79;5;243;3
54;62;2;141;2
44;83;4;210;2
38;45;2;132;3
39;37;5;156;4
39;37;5;156;4
37;67;2;159;2
75;66;5;234;2
75;66;5;234;2
55;54;3;233;2
55;54;3;233;2
42;86;3;160;4
49;59;4;137;4
49;59;4;137;4
63;89;4;192;2
59;89;3;192;2
79;67;5;156;2
79;67;5;156;2
69;59;4;266;4
71;66;3;268;4
71;66;3;268;4
76;93;4;187;4
76;72;4;266;3
43;47;2;128;3
43;47;2;128;3
43;47;2;128;3
63;82;5;229;2
76;62;3;150;2
57;78;3;134;3
57;78;3;134;3
76;98;2;235;3
76;98;2;235;3
88;72;3;200;2
79;66;3;154;4
71;95;4;249;3
68;66;3;238;2
68;66;3;238;2
97;83;4;202;3
73;81;3;168;2
57;75;4;151;2
48;98;4;174;3
62;64;4;142;2
74;73;3;267;3
75;75;4;266;3
51;86;5;212;2
76;73;3;158;2
18;46;5;202;4
56;64;3;270;3
42;96;6;173;3
42;96;6;173;3
86;72;4;178;2
23;88;5;201;3
61;59;3;237;2
61;89;3;201;2
87;86;3;196;4
31;95;5;205;3
95;58;3;163;3
48;94;3;162;3
78;65;3;154;2
78;89;3;253;3
58;65;3;139;4
44;49;2;127;3
45;46;2;128;3
45;46;2;128;3
45;46;2;128;3
39;51;2;129;3
39;51;2;129;3
39;51;2;129;3
56;98;5;171;3
56;98;5;171;3
51;65;4;269;3
57;39;4;132;3
57;39;4;132;3
74;58;4;148;2
32;52;4;191;2
59;61;4;141;2
76;85;3;204;2
57;98;3;171;3
78;92;5;242;4
81;51;3;162;2
17;75;3;188;4
67;85;3;160;4
73;77;3;230;2
66;83;4;266;3
49;83;3;172;2
79;97;5;187;3
98;54;4;178;3
83;74;3;259;3
87;57;4;175;2
87;57;4;175;2
43;46;2;129;3
43;46;2;129;3
91;82;2;241;3
91;82;2;241;3
63;58;4;236;2
83;59;5;160;4
23;52;5;236;4
18;79;4;217;4
94;86;3;221;3
94;86;3;221;3
42;47;2;129;3
41;48;3;155;2
91;79;4;166;3
53;64;3;143;2
53;64;3;143;2
79;95;3;222;4
77;96;6;225;4
96;71;3;170;3
75;59;5;149;4
75;59;5;149;4
86;51;3;185;2
93;59;5;158;3
39;52;2;129;3
87;94;3;217;3
48;38;3;134;3
75;99;5;189;3
48;37;3;181;2
57;82;3;267;3
79;61;4;136;3
95;68;3;165;3
68;69;3;148;2
95;59;4;235;3
95;73;4;238;3
85;52;4;174;2
92;54;4;217;4
93;61;5;158;3
93;61;5;158;3
37;57;2;130;3
37;57;2;130;3
37;57;2;130;3
39;47;2;131;3
42;75;3;163;2
81;66;3;160;2
86;87;3;197;4
77;49;4;217;2
67;93;5;254;3
92;63;5;156;3
62;88;2;263;4
79;61;4;227;2
79;61;4;227;2
82;68;3;160;4
74;37;2;171;4
69;97;5;240;4
78;54;5;257;3
65;75;4;153;2
83;52;3;167;2
62;54;3;142;2
41;63;5;263;3
73;72;4;233;2
73;72;4;233;2
31;87;6;240;3
31;87;6;240;3
69;86;4;214;2
72;78;3;229;2
51;79;5;267;3
69;77;3;232;2
56;54;3;232;2
34;59;2;164;2
71;64;3;267;3
71;64;3;267;3
36;55;2;131;3
53;91;4;167;4
53;91;4;167;4
44;48;2;128;3
88;57;4;185;2
75;75;5;229;2
88;68;3;185;2
59;58;2;267;3
89;91;5;224;3
42;48;2;129;3
42;48;2;129;3
42;48;2;129;3
77;97;3;184;3
53;84;4;219;2
84;51;4;173;2
44;51;2;127;3
44;51;2;127;3
44;51;2;127;3
43;47;2;129;3
48;64;4;146;2
99;57;4;216;3
54;96;4;248;3
78;92;3;169;3
99;54;3;188;3
29;88;6;183;4
17;66;6;224;3
17;66;6;224;3
94;45;2;211;3
57;85;4;219;2
48;72;3;143;4
48;72;3;143;4
82;51;3;210;2
16;76;5;192;3
51;74;3;271;4
52;97;4;170;3
52;97;4;170;3
31;64;6;183;2
79;77;4;171;2
36;45;2;135;3
49;58;3;265;3
85;88;3;198;4
75;78;2;264;3
84;59;4;216;2
85;74;5;170;4
28;83;4;162;3
65;77;3;233;2
95;61;3;164;3
89;57;4;176;4
89;57;4;176;4
65;97;3;171;3
37;72;3;169;2
37;72;3;169;2
64;61;4;143;2
99;68;3;181;3
46;41;6;148;4
71;55;5;262;3
48;55;3;228;2
59;87;4;183;2
32;81;2;249;3
54;69;3;141;4
43;57;2;127;3
43;57;2;127;3
94;83;2;185;3
72;86;4;191;2
86;91;3;234;3
86;91;4;234;3
51;63;3;234;2
17;51;6;213;3
66;87;3;186;2
57;52;3;143;2
36;49;2;133;3
68;81;3;166;2
34;41;2;141;3
38;55;2;130;3
83;87;5;248;3
37;53;2;131;3
37;53;2;131;3
37;53;2;131;3
69;83;4;264;3
41;48;2;130;3
47;46;2;152;2
47;46;2;152;2
83;56;4;165;2
44;53;2;127;3
44;53;2;127;3
44;53;2;127;3
81;62;4;255;4
91;55;3;223;4
42;47;2;130;3
14;58;6;205;3
52;49;3;146;2
84;49;5;189;2
53;83;3;267;4
66;68;4;269;3
69;87;3;202;2
52;64;4;268;3
72;71;3;135;3
59;64;5;269;3
59;64;5;269;3
89;61;3;175;4
37;54;2;131;3
37;54;2;131;3
37;54;2;131;3
85;54;4;174;2
85;79;3;156;3
37;46;2;134;3
43;51;2;128;3
43;51;2;128;3
35;52;3;167;2
75;61;3;263;3
75;61;3;263;3
61;62;4;269;4
51;75;3;133;3
51;75;3;133;3
74;61;3;231;2
65;99;4;200;4
44;54;2;127;3
44;54;2;127;3
95;75;5;235;3
72;95;5;171;3
99;58;4;183;3
75;79;4;263;3
75;79;4;263;3
98;76;4;221;3
63;66;4;237;2
67;91;3;256;3
51;79;3;137;3
72;68;5;266;4
59;51;2;126;3
16;74;5;205;4
99;75;3;215;3
49;59;4;265;3
62;94;4;252;4
62;94;4;252;4
52;96;4;246;3
77;53;5;256;3
62;71;5;149;2
62;85;3;145;3
17;52;4;184;4
93;49;5;167;3
51;52;5;261;3
51;52;5;261;3
65;86;2;181;2
91;71;2;159;3
61;87;3;185;2
83;77;2;186;2
54;84;4;174;2
44;56;2;127;3
92;85;4;184;3
87;93;4;199;3
72;63;3;149;2
76;83;3;186;2
51;84;4;214;2
74;87;3;155;3
42;56;2;128;3
49;57;4;145;2
49;52;3;225;2
41;49;2;130;3
41;49;2;130;3
41;49;2;130;3
98;74;3;185;3
98;74;3;185;3
93;57;2;205;4
44;42;2;199;2
83;91;4;210;4
37;51;2;132;3
37;51;2;132;3
37;51;2;132;3
96;75;3;231;3
38;49;2;132;3
38;49;2;132;3
38;49;2;132;3
56;58;5;266;3
41;47;2;131;3
41;47;2;131;3
42;46;2;131;3
98;56;5;180;3
36;56;2;132;3
36;56;2;132;3
36;56;2;132;3
98;53;5;186;3
48;55;4;262;3
73;93;5;167;3
81;77;5;167;4
43;47;2;130;3
87;91;3;229;3
67;99;5;237;3
26;83;3;168;3
96;67;5;170;3
18;73;6;225;4
78;65;3;157;2
55;49;3;146;2
94;48;4;218;3
55;87;3;201;2
55;87;3;201;2
76;72;5;228;2
75;94;5;194;4
75;94;5;194;4
69;73;4;233;2
15;59;5;209;4
51;86;3;198;2
84;95;5;199;3
29;43;3;162;4
58;75;4;233;2
51;86;4;196;2
48;74;2;157;2
39;57;2;130;3
56;57;3;143;2
39;56;2;130;3
62;86;4;181;2
55;99;4;238;3
31;77;4;149;3
31;77;4;149;3
56;68;3;269;3
78;58;3;224;2
73;78;3;166;2
81;96;3;226;3
79;74;4;222;2
91;88;5;223;3
85;67;3;167;4
86;94;3;212;3
96;59;3;229;3
68;51;3;259;3
84;49;3;172;4
79;53;2;217;2
78;63;5;261;3
72;97;3;239;3
29;77;3;152;3
75;79;4;145;3
17;56;5;218;4
71;78;4;227;2
71;78;4;227;2
94;49;4;220;3
49;78;5;137;3
53;88;3;150;3
79;94;4;216;4
57;87;4;148;3
64;81;2;226;2
52;88;3;261;4
54;37;2;176;2
77;98;2;226;3
44;52;2;128;3
44;52;2;128;3
45;46;2;130;3
45;46;2;130;3
45;46;2;130;3
65;82;5;265;3
65;82;5;265;3
83;86;3;165;3
39;45;2;134;3
39;45;2;134;3
39;45;2;134;3
73;75;5;265;3
85;58;4;167;4
84;84;5;163;3
93;86;4;219;3
63;88;5;260;3
98;73;5;185;3
51;99;3;233;4
38;55;2;131;3
86;85;2;195;4
79;98;3;217;3
75;53;3;154;2
99;64;3;183;3
61;96;3;247;3
61;96;3;247;3
76;56;3;154;2
85;53;4;181;2
44;47;2;130;3
44;47;2;130;3
38;57;2;131;3
17;59;4;179;4
66;89;4;169;4
66;89;4;169;4
57;42;2;248;4
86;87;3;205;4
49;95;2;181;4
69;98;4;180;3
69;98;4;180;3
82;71;4;164;4
55;95;4;249;4
42;85;3;150;3
52;68;4;233;2
55;79;3;162;2
74;99;4;193;3
62;87;5;149;3
37;54;2;132;3
37;54;2;132;3
37;54;2;132;3
51;85;4;186;2
51;85;4;186;2
73;87;4;155;3
72;48;3;155;2
54;91;2;156;3
36;53;2;133;3
88;82;3;244;3
92;77;5;217;4
75;53;3;222;2
59;87;4;191;2
72;54;3;226;2
19;64;5;231;4
49;99;6;230;4
37;48;2;134;3
37;48;2;134;3
37;48;2;134;3
73;95;4;243;3
67;81;4;168;2
83;75;3;150;3
99;56;3;193;3
58;98;3;175;3
64;85;5;179;2
63;78;4;160;2
94;84;4;220;3
45;45;2;131;3
57;67;5;235;2
57;67;5;235;2
87;57;3;149;3
74;63;3;230;2
77;66;3;260;4
63;54;3;145;2
46;48;2;129;3
94;74;5;171;3
51;86;4;260;3
51;86;4;260;3
71;85;3;260;3
56;44;2;130;3
54;44;3;153;2
54;44;3;153;2
61;98;2;238;4
61;98;2;238;4
45;41;3;193;2
64;79;4;139;3
64;79;4;139;3
68;54;4;146;4
68;54;4;146;4
44;55;2;128;3
91;83;4;235;3
56;74;3;154;2
56;74;3;154;2
74;69;3;230;2
69;59;4;264;3
69;59;4;264;3
85;67;3;176;2
85;67;3;176;2
67;82;4;171;2
39;53;2;131;3
56;63;3;145;2
88;71;4;250;3
25;53;4;160;4
89;81;4;228;4
72;66;3;152;2
42;46;2;132;3
85;89;4;177;3
33;45;6;239;3
91;77;4;167;3
75;95;4;177;3
84;95;4;208;3
75;71;4;155;4
68;59;4;147;2
94;82;3;187;3
94;82;4;187;3
94;82;4;187;3
62;89;3;153;3
43;47;2;131;3
43;47;2;131;3
95;64;5;234;3
39;54;2;131;3
86;93;3;199;3
99;71;3;191;3
76;72;3;263;3
76;72;3;263;3
18;52;3;213;4
32;75;3;255;4
65;79;5;266;3
44;51;2;129;3
63;85;5;214;2
49;71;3;154;2
81;62;3;257;3
84;71;3;179;2
86;56;4;247;3
87;72;2;154;3
87;72;2;154;3
78;74;4;261;3
87;64;3;187;2
57;66;3;268;3
57;66;3;268;3
82;49;4;180;2
82;49;4;180;2
76;99;3;216;3
77;73;3;224;2
65;85;3;213;2
87;62;5;197;2
39;57;2;131;3
36;47;2;136;3
86;53;4;244;3
91;56;4;158;3
18;54;4;165;3
86;64;3;245;4
86;64;3;245;4
53;59;3;231;2
52;71;2;231;2
77;77;3;219;2
44;45;2;132;3
44;45;2;132;3
44;45;2;132;3
72;64;3;231;2
31;62;2;139;3
52;79;5;265;3
83;55;5;250;3
67;61;4;145;4
39;51;2;132;3
72;66;3;134;3
63;74;4;155;2
69;73;3;231;2
69;73;3;231;2
46;53;2;128;3
68;51;4;224;2
71;94;4;246;3
66;65;3;234;2
72;94;4;240;4
38;48;2;134;3
66;89;3;257;3
96;81;3;212;3
83;88;5;171;3
86;48;4;153;3
68;85;3;209;2
76;74;3;224;2
34;87;6;175;4
94;53;5;169;3
43;55;2;129;3
43;55;2;129;3
43;55;2;129;3
97;52;4;207;3
97;52;4;207;3
44;49;2;130;3
36;95;3;206;4
49;49;4;256;3
91;57;3;158;3
81;81;5;250;4
81;81;5;250;4
43;56;2;129;3
43;56;2;129;3
85;64;4;147;3
43;57;2;129;3
43;57;2;129;3
99;69;3;190;3
61;58;4;142;4
96;81;4;211;3
98;58;3;183;3
98;58;3;183;3
72;72;5;265;3
51;79;5;222;2
88;72;4;249;3
49;63;6;265;3
84;52;5;189;2
74;61;3;228;2
51;51;5;259;4
84;85;5;246;3
62;71;4;268;3
62;71;4;268;3
87;41;3;219;3
74;76;3;224;2
76;57;5;255;4
76;57;5;255;4
54;67;2;129;3
65;56;3;230;2
68;43;3;161;2
72;99;4;227;3
49;61;3;148;2
81;86;4;249;3
16;72;3;203;3
16;72;3;203;3
77;71;5;141;3
65;83;4;263;3
56;68;3;149;2
89;39;6;190;3
43;51;2;130;3
43;51;2;130;3
85;78;4;251;3
33;58;2;183;2
98;56;3;187;3
71;72;4;137;3
89;75;4;246;3
45;45;2;132;3
45;45;2;132;3
45;45;2;132;3
38;44;3;137;3
72;71;5;137;3
86;86;3;173;3
99;68;4;190;3
36;48;2;136;3
32;87;4;179;4
78;65;3;139;3
78;65;3;139;3
18;55;5;217;4
96;66;3;230;3
65;48;3;131;3
84;54;4;179;2
58;43;6;132;3
65;72;3;134;3
78;95;4;184;3
37;57;2;133;3
37;57;2;133;3
37;57;2;133;3
72;53;3;151;4
79;59;4;139;3
79;59;4;139;3
79;59;4;139;3
71;68;3;231;2
71;68;3;231;2
76;58;5;136;3
91;62;4;158;3
42;54;2;130;3
95;53;3;174;3
95;53;3;174;3
98;56;5;188;3
79;74;5;172;2
36;55;2;134;3
52;75;4;266;3
92;67;4;241;3
82;54;3;243;4
73;62;5;134;3
69;51;3;257;3
69;51;3;257;3
63;93;5;163;3
51;71;5;154;2
59;97;5;242;3
93;69;3;213;4
57;78;3;162;2
77;68;3;225;2
69;65;4;232;2
48;81;3;212;2
79;75;4;259;3
43;49;2;131;3
43;49;2;131;3
62;59;3;128;3
42;48;2;132;3
36;51;2;135;3
36;51;2;135;3
36;51;2;135;3
94;84;5;203;3
77;83;4;154;3
56;96;3;244;3
39;54;2;132;3
39;54;2;132;3
39;54;2;132;3
45;53;2;129;3
45;53;2;129;3
45;53;2;129;3
93;65;4;212;4
72;84;4;195;2
62;53;4;147;2
57;54;4;142;4
51;95;4;169;3
64;55;3;147;2
86;59;4;189;2
55;93;4;251;4
66;96;3;243;3
66;96;3;243;3
85;51;3;242;3
69;85;3;200;2
88;61;4;177;4
88;61;4;177;4
82;74;3;256;3
56;92;5;160;3
77;65;3;156;4
77;65;3;156;4
81;56;3;142;3
88;72;5;181;4
91;48;3;224;3
45;54;2;129;3
45;54;2;129;3
45;54;2;129;3
45;54;2;129;3
45;54;2;129;3
45;54;2;129;3
98;58;5;186;3
39;57;2;132;3
52;83;4;180;2
68;85;4;203;2
68;48;4;251;4
48;82;3;183;2
78;63;5;259;3
78;63;5;259;3
65;49;5;221;2
49;64;3;142;4
86;66;4;251;3
86;66;4;251;3
51;55;3;261;3
45;55;2;129;3
86;66;4;191;2
43;54;2;130;3
78;67;4;260;3
67;95;4;241;4
79;97;4;204;3
87;84;3;172;3
18;64;3;223;4
77;82;3;153;3
77;82;3;153;3
67;97;5;239;3
81;96;4;212;3
61;58;2;264;4
46;53;2;129;3
84;66;3;209;2
84;66;3;209;2
86;51;4;152;3
86;51;4;152;3
61;93;3;250;4
52;83;4;210;2
86;61;4;193;2
86;61;4;193;2
97;76;3;193;3
43;55;2;130;3
43;55;2;130;3
43;55;2;130;3
98;71;5;217;3
39;47;2;135;3
22;54;6;169;4
22;54;6;169;4
84;54;5;186;2
79;61;4;162;2
89;58;3;183;4
69;94;3;170;3
73;69;3;228;2
73;69;3;228;2
75;63;4;261;3
42;59;3;156;2
82;55;3;207;2
52;63;3;230;2
99;61;5;196;3
37;72;3;183;2
37;72;3;183;2
36;48;2;137;3
36;48;2;137;3
36;48;2;137;3
84;69;4;149;3
61;87;4;151;3
17;66;6;174;3
17;66;6;174;3
37;59;3;134;3
76;56;4;137;3
89;56;4;225;4
92;51;4;167;3
56;66;3;232;2
76;74;4;261;3
76;74;4;261;3
42;53;2;131;3
78;87;3;183;4
94;76;4;231;3
55;67;3;150;2
55;67;3;150;2
43;51;2;131;3
68;78;3;264;3
75;51;2;215;2
75;51;2;215;2
27;39;4;193;4
46;55;2;129;3
46;55;2;129;3
46;55;2;129;3
85;57;5;190;2
51;53;3;223;2
91;87;3;199;3
65;55;5;261;3
54;76;5;226;2
71;92;4;248;3
83;53;5;182;2
38;49;2;135;3
38;49;2;135;3
38;49;2;135;3
68;91;4;162;3
42;44;3;183;2
42;44;3;183;2
82;95;3;203;3
95;49;3;188;3
92;77;3;236;3
39;46;2;136;3
39;46;2;136;3
39;46;2;136;3
98;74;4;202;3
54;51;5;258;3
52;83;5;145;3
52;83;5;145;3
71;88;3;158;3
41;52;2;132;3
41;52;2;132;3
58;91;4;173;4
74;59;2;257;4
75;98;4;198;3
71;67;3;264;3
93;59;3;233;3
44;55;2;130;3
54;73;4;266;3
54;48;3;152;2
97;67;4;223;3
56;73;4;134;3
69;57;5;227;2
65;54;4;260;3
79;48;4;178;2
69;81;5;217;2
76;87;4;161;3
78;79;3;203;2
39;54;2;133;3
66;75;3;228;2
38;46;2;137;3
38;46;2;137;3
38;46;2;137;3
92;64;4;217;4
92;64;4;217;4
72;83;5;193;2
64;66;5;266;3
52;55;3;225;2
52;55;3;225;2
46;38;6;140;3
57;75;3;159;2
67;65;3;265;3
67;65;3;265;3
84;62;5;245;4
82;67;3;213;2
99;66;3;202;3
57;98;3;236;3
47;43;4;246;3
47;43;4;246;3
59;75;4;266;3
74;95;4;237;3
84;58;4;180;2
43;53;2;131;3
43;53;2;131;3
43;53;2;131;3
56;49;4;256;3
39;56;2;133;3
91;63;4;240;3
39;57;2;133;3
98;57;3;198;3
77;54;4;139;3
77;54;4;139;3
22;49;4;218;4
69;74;5;227;2
69;74;5;227;2
39;48;3;190;2
66;89;4;173;4
66;89;4;173;4
41;47;6;171;2
68;97;5;207;4
86;71;4;250;3
26;43;4;215;4
66;93;4;248;3
85;65;3;187;2
97;65;3;181;3
37;48;2;137;3
37;48;2;137;3
37;48;2;137;3
53;86;3;150;3
78;61;3;257;3
66;84;5;187;2
45;75;4;169;2
88;51;5;195;4
88;51;5;195;4
38;55;2;134;3
38;55;2;134;3
38;55;2;134;3
38;55;2;134;3
69;65;3;153;2
69;65;3;153;2
93;67;5;167;3
92;82;3;185;3
52;74;3;160;2
62;58;3;148;2
62;79;3;141;3
96;77;3;193;3
54;61;2;264;3
57;99;3;231;3
96;58;5;178;3
74;78;5;216;2
66;61;4;263;4
67;83;3;148;3
52;95;3;171;3
75;57;3;158;2
82;71;5;208;2
68;74;3;227;2
43;57;2;131;3
39;52;2;134;3
39;52;2;134;3
84;54;3;245;3
84;54;3;245;3
52;56;4;225;2
72;76;3;261;4
94;78;3;184;3
43;45;2;135;3
43;45;2;135;3
43;45;2;135;3
71;68;4;228;2
93;61;3;166;3
57;89;4;255;3
55;49;3;152;2
36;54;2;136;3
63;91;4;252;3
63;91;4;252;3
74;48;5;165;2
61;67;3;266;3
65;74;4;228;2
42;53;2;132;3
43;51;2;132;3
54;81;4;264;4
46;69;2;159;2
92;84;3;220;3
49;77;4;218;2
85;81;4;189;4
22;81;5;205;4
37;47;2;138;3
37;47;2;138;3
37;47;2;138;3
42;46;2;135;3
73;95;3;222;4
56;99;4;230;3
56;99;4;230;3
41;47;2;135;3
41;47;2;135;3
41;47;2;135;3
87;79;3;244;3
65;83;5;182;2
53;99;3;188;3
84;52;3;232;4
59;81;4;173;2
45;45;4;168;2
58;69;3;146;4
83;55;5;247;3
39;68;2;137;3
88;71;5;246;3
71;79;4;261;3
16;56;6;196;3
75;78;2;259;3
75;78;2;259;3
65;84;3;189;2
76;56;3;255;3
86;81;3;232;4
85;74;3;250;3
67;83;3;260;3
61;47;2;253;3
61;47;2;253;3
61;47;2;253;3
84;58;5;186;2
87;57;4;231;4
56;81;4;216;2
74;98;5;200;3
84;49;4;152;3
88;53;3;218;4
88;53;3;218;4
69;81;3;214;2
67;84;4;197;2
91;69;5;240;3
19;48;6;178;3
82;92;3;187;3
61;84;3;206;2
51;89;6;170;4
57;66;4;151;2
77;51;4;141;3
53;55;5;224;2
44;56;2;131;3
44;56;2;131;3
44;56;2;131;3
81;95;3;212;3
68;92;2;184;4
57;64;4;144;4
44;57;2;131;3
62;95;3;189;4
49;78;3;264;4
57;91;4;252;4
66;52;3;149;4
78;66;4;258;3
94;81;3;196;3
83;71;4;196;2
77;58;4;162;2
36;59;2;198;2
45;53;2;131;3
36;52;2;137;3
36;52;2;137;3
49;74;2;263;3
87;52;3;237;3
73;94;3;177;3
73;94;3;177;3
19;64;5;181;4
52;59;5;150;2
52;59;5;150;2
82;65;4;210;2
66;84;4;197;2
91;82;3;183;3
66;71;3;136;3
56;74;3;265;3
56;74;3;265;3
87;84;4;237;3
85;57;4;150;3
67;72;4;159;2
38;54;2;135;3
38;54;2;135;3
41;48;3;135;3
46;52;2;131;3
41;54;2;133;3
55;58;5;262;3
45;54;2;131;3
78;72;3;255;4
57;65;4;265;3
89;55;5;194;4
24;57;5;232;3
42;47;2;135;3
42;47;2;135;3
22;52;6;175;4
78;83;4;158;3
52;82;4;206;2
67;77;5;167;2
66;76;3;155;4
78;72;4;258;3
58;57;3;144;4
52;65;4;264;3
62;63;3;230;2
68;65;4;134;3
58;96;3;192;4
69;97;4;233;3
52;88;4;155;3
59;65;5;265;3
59;65;5;265;3
94;71;3;175;3
44;58;2;157;2
63;74;5;227;2
57;69;3;154;2
91;66;4;163;3
69;82;4;208;2
88;88;4;222;3
88;88;4;222;3
97;66;4;218;3
41;56;2;133;3
41;56;2;133;3
26;45;2;157;3
77;65;4;164;2
73;46;4;240;4
53;77;2;167;2
53;77;2;167;2
66;72;4;137;3
82;53;3;147;3
82;53;3;147;3
68;49;4;153;4
76;71;6;168;2
62;89;4;254;3
88;89;2;201;3
19;53;6;191;4
78;71;4;216;2
54;72;3;148;4
75;96;5;190;3
61;55;5;260;3
76;74;3;173;2
72;54;4;219;2
72;54;4;219;2
52;51;3;218;2
38;49;2;137;3
38;49;2;137;3
49;79;5;177;2
64;61;3;263;3
66;91;5;248;4
82;89;4;237;3
72;76;4;144;3
78;96;3;217;3
63;54;4;147;4
75;72;5;260;3
67;64;4;149;4
44;53;3;132;3
56;41;2;194;2
52;86;5;256;3
89;88;3;203;3
88;89;4;213;3
79;57;3;168;2
82;71;3;150;3
82;71;3;150;3
85;74;3;157;3
68;81;3;180;2
37;49;2;138;3
37;49;2;138;3
57;51;2;152;2
76;55;4;163;2
95;67;4;227;3
98;68;3;203;3
76;63;3;162;2
77;59;4;140;3
57;64;4;151;2
56;51;5;256;4
59;88;4;155;3
58;67;5;265;3
24;55;6;231;4
61;93;2;247;3
88;85;4;231;3
36;56;2;137;3
36;56;2;137;3
36;56;2;137;3
32;69;5;157;4
68;67;3;228;2
62;68;5;265;3
62;52;5;256;4
69;61;4;260;4
87;59;5;154;3
58;88;4;255;3
73;75;3;259;4
43;47;2;135;3
43;47;2;135;3
43;47;2;135;3
37;46;2;140;3
37;46;2;140;3
37;46;2;140;3
56;73;4;226;2
61;41;3;138;3
48;79;3;180;2
21;63;5;226;3
57;81;3;144;3
75;91;4;243;3
57;76;4;164;2
21;76;6;219;4
89;56;4;159;3
98;66;3;199;3
67;71;4;159;2
78;76;5;168;4
52;43;2;199;2
95;76;4;220;3
54;56;4;260;3
59;76;3;264;3
21;77;6;215;4
52;72;2;160;2
74;58;3;220;2
38;53;2;136;3
71;97;3;189;3
82;58;4;202;2
79;44;2;236;3
79;44;2;236;3
53;98;3;219;4
48;69;4;222;2
54;67;3;154;2
54;49;2;155;2
64;48;2;157;2
42;56;2;133;3
42;56;2;133;3
42;56;2;133;3
82;59;3;178;2
49;99;3;199;3
61;63;4;146;4
66;99;4;195;3
79;65;5;215;2
79;65;5;215;2
58;86;4;257;3
91;57;3;164;3
62;64;5;229;2
77;62;3;218;2
86;87;4;183;3
39;56;2;135;3
72;81;4;200;2
41;48;2;136;3
41;48;2;136;3
41;48;2;136;3
41;48;2;136;3
43;46;2;186;2
43;46;2;186;2
56;82;3;208;2
96;54;3;198;3
74;93;3;204;4
76;78;3;189;2
41;48;3;182;2
46;45;2;172;2
83;54;3;149;3
56;95;3;241;3
49;98;3;224;3
54;91;3;249;3
88;86;3;187;3
79;88;3;195;4
81;55;3;199;2
81;55;3;199;2
47;55;2;156;2
87;68;5;236;4
88;63;3;184;4
43;48;2;135;3
43;48;2;135;3
44;66;3;162;2
71;77;3;145;3
38;51;2;137;3
58;77;4;140;3
58;77;4;140;3
58;95;4;173;3
82;87;3;204;4
18;67;5;209;4
49;52;3;156;2
49;52;3;156;2
42;52;2;134;3
42;52;2;134;3
17;55;4;194;3
17;55;4;194;3
76;77;5;257;3
61;82;3;261;4
86;53;4;155;3
85;48;2;208;4
91;66;3;208;4
56;66;4;264;3
56;66;4;264;3
81;91;3;184;3
71;87;3;177;4
71;87;3;177;4
71;87;3;177;4
63;98;4;187;3
63;98;4;187;3
58;56;3;151;2
74;67;5;140;3
82;85;5;195;4
95;68;5;225;3
74;93;6;225;4
57;56;3;224;2
76;56;4;214;2
61;82;3;209;2
43;56;2;133;3
54;97;5;233;3
57;47;2;158;2
36;55;2;138;3
86;73;3;159;3
65;56;3;259;3
39;45;2;140;3
39;45;2;140;3
77;91;4;239;3
77;91;4;239;3
65;82;4;207;2
51;67;4;133;3
25;46;4;214;4
25;46;4;214;4
25;46;4;214;4
71;76;5;172;2
75;68;4;220;2
36;78;6;151;3
39;48;2;138;3
39;53;2;136;3
36;56;2;138;3
81;87;5;241;3
45;47;2;135;3
45;47;2;135;3
45;47;2;135;3
82;65;4;148;3
95;77;4;213;3
54;88;4;170;4
49;79;5;206;2
97;61;3;208;3
35;52;5;244;3
82;82;3;164;3
82;82;3;164;3
45;49;2;134;3
45;49;2;134;3
45;49;2;134;3
83;64;2;192;2
41;52;2;135;3
41;52;2;135;3
41;52;2;135;3
37;45;2;142;3
37;45;2;142;3
37;45;2;142;3
64;64;3;263;3
87;51;4;233;3
43;49;2;135;3
43;49;2;135;3
43;49;2;135;3
43;49;2;135;3
43;49;2;135;3
43;49;2;135;3
43;49;2;135;3
59;49;4;149;4
96;73;3;193;3
82;59;3;249;3
86;82;2;207;4
67;97;4;186;3
44;54;2;133;3
72;63;3;223;2
82;62;4;202;2
79;89;4;240;3
54;48;3;158;2
81;58;3;243;4
59;72;4;264;3
95;57;5;216;3
73;49;3;168;2
85;86;3;179;3
63;94;3;172;3
63;94;3;172;3
71;51;3;248;4
51;76;4;140;3
51;76;4;140;3
75;53;4;251;3
52;93;2;243;3
78;64;3;169;2
54;74;4;164;2
54;74;4;164;2
54;74;4;164;2
42;56;2;134;3
42;56;2;134;3
42;56;2;134;3
67;65;5;156;2
78;59;3;212;2
94;58;5;222;3
64;61;2;153;2
39;51;2;137;3
39;51;2;137;3
42;57;2;134;3
44;56;2;133;3
44;56;2;133;3
92;48;4;208;3
79;63;3;212;2
77;68;5;162;4
24;62;5;169;4
